customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV_proxy,AvgChargesPerYear,HighValueCustomer,ActiveServiceCount,TenureGroup,PriceSensitivity
5227-JSCFE,Male,1,Yes,No,71.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,3290.85,566.7718309859155,0,4,4-6yr,9.27
0848-ZGQIJ,Female,0,Yes,No,16.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,1514.4,1095.8625000000002,1,4,1-2yr,18.93
3621-CHYVB,Female,0,Yes,No,57.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,2844.2999999999997,585.7684210526317,0,4,4-6yr,9.98
8042-RNLKO,Male,0,No,No,66.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,No,1679.7,308.93636363636364,0,2,4-6yr,8.483333333333333
1792-UXAFY,Female,1,No,No,17.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1515.5500000000002,1056.6352941176472,1,4,1-2yr,17.830000000000002
5372-FBKBN,Female,0,No,Yes,21.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,No,435.75,258.4,0,1,1-2yr,10.375
0420-TXVSG,Male,0,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,4362.599999999999,805.1727272727272,0,5,4-6yr,11.016666666666666
6217-TOWGS,Female,0,Yes,No,17.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,1281.8000000000002,933.5647058823529,1,5,1-2yr,12.566666666666668
0515-YPMCW,Male,0,No,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,70.45,845.4000000000001,1,1,0-1yr,35.225
0378-XSZPU,Male,0,Yes,No,58.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,3497.3999999999996,737.3379310344828,0,4,4-6yr,12.059999999999999
1045-LTCYT,Female,0,Yes,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,139.75,No,168.4,209.625,0,1,0-1yr,10.525
1544-JJMYL,Male,0,No,No,27.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,No,1872.4499999999998,856.5777777777778,0,5,2-4yr,11.558333333333332
4636-JGAAI,Male,0,Yes,No,34.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,No,3020.8999999999996,1058.9117647058822,1,4,2-4yr,17.77
6874-SGLHU,Male,0,No,No,,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No,,,1,4,,19.4
5951-AOFIH,Male,0,No,No,33.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,No,2191.2000000000003,816.5090909090909,0,4,2-4yr,13.280000000000001
4729-XKASR,Male,0,No,Yes,,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,,Yes,,,0,0,,24.75
3059-NGMXB,Male,0,Yes,Yes,14.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.2,944.65,No,968.8000000000001,809.6999999999999,0,5,1-2yr,11.533333333333333
8652-YHIYU,Female,0,No,Yes,16.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No,1272.0,948.1500000000001,1,3,1-2yr,19.875
5278-PNYOX,Female,0,No,No,49.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No,4931.85,1204.3469387755104,1,5,4-6yr,16.775000000000002
5449-FIBXJ,Male,0,Yes,Yes,19.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1962.7,1271.1789473684212,1,6,1-2yr,14.757142857142856
3486-HOOGQ,Female,0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3,No,5579.0,984.5657142857144,1,7,4-6yr,9.9625
5061-PBXFW,Female,0,Yes,Yes,,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,No,,,0,4,,12.28
8630-FJLIB,Female,0,No,No,18.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,No,1256.3999999999999,814.4333333333334,0,1,1-2yr,34.9
3891-NLXJB,Male,0,No,No,37.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,1390.85,No,1500.35,451.0864864864864,0,3,2-4yr,10.1375
4749-OJKQU,Female,0,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,No,302.6,907.0500000000001,1,2,0-1yr,25.21666666666667
0577-WHMEV,Female,0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,No,,,1,5,,15.116666666666667
5453-AXEPF,Male,0,Yes,No,17.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,No,1368.5,943.6941176470589,1,3,1-2yr,20.125
3639-XJHKQ,Female,0,No,Yes,,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,No,,,0,4,,12.120000000000001
3716-LRGXK,Male,0,Yes,No,60.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No,6069.0,1213.48,1,5,4-6yr,16.858333333333334
2263-SFSQZ,Male,0,Yes,Yes,51.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,No,1272.45,287.5882352941176,0,2,4-6yr,8.316666666666666
9950-MTGYX,Male,0,Yes,Yes,28.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.3,,No,568.4,,0,1,2-4yr,10.15
3397-AVTKU,Male,0,No,No,43.0,Yes,No,,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,No,2580.0,711.2232558139535,0,3,2-4yr,15.0
4825-FUREZ,Male,0,Yes,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,,20.25,835.5,No,,,0,1,,10.125
9837-BMCLM,Male,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,235.5,968.2,1,2,0-1yr,26.166666666666668
2672-OJQZP,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,No,44.75,537.0,0,1,0-1yr,22.375
0137-UDEUO,Female,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,59.550000000000004,255.0,0,1,0-1yr,9.925
3134-DSHVC,Female,0,No,No,63.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.0,6218.45,No,6174.0,1184.4666666666667,1,6,4-6yr,14.0
6161-UUUTA,Male,1,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,,Yes,239.70000000000002,,1,2,0-1yr,26.633333333333336
7821-DPRQE,Male,0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,No,,,1,7,,13.4625
6543-XRMYR,Female,1,No,No,,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,,,1,5,,16.616666666666667
2001-EWBQU,Female,0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,No,6282.0,1266.76,1,6,4-6yr,14.957142857142857
4925-LMHOK,Male,0,No,No,,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,,,0,4,,11.72
1608-GMEWB,Male,1,No,No,45.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,No,4225.5,1120.0666666666666,1,4,2-4yr,18.78
6695-AMZUF,Female,0,Yes,No,70.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5950.2,No,6051.5,1020.0342857142857,1,7,4-6yr,10.80625
1455-UGQVH,Male,0,Yes,No,10.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,,Yes,985.0,,1,5,0-1yr,16.416666666666668
8410-BGQXN,Male,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,93.4,No,77.6,280.20000000000005,0,1,0-1yr,9.7
8280-MQRQN,Female,0,No,No,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,50.45,605.4000000000001,0,2,0-1yr,16.816666666666666
1619-YWUBB,Female,0,Yes,No,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1614.9,No,1696.6,284.9823529411765,0,2,4-6yr,8.316666666666666
7611-YKYTC,Male,0,Yes,Yes,22.0,Yes,No,,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,No,1650.0,858.5181818181819,1,2,1-2yr,25.0
2037-SGXHH,Male,0,Yes,Yes,38.0,Yes,Yes,,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,3596.7000000000003,1144.5157894736842,1,5,2-4yr,15.775
3178-FESZO,Female,0,No,No,1.0,Yes,Yes,,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,100.25,1203.0,1,5,0-1yr,16.708333333333332
0365-GXEZS,Male,0,Yes,No,18.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,No,1407.6000000000001,979.1666666666666,1,3,1-2yr,19.55
0082-OQIQY,Male,0,No,No,29.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,No,2731.8,1079.0068965517241,1,4,2-4yr,18.84
6087-MVHJH,Female,0,No,No,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,,1422.1,Yes,,1066.575,0,4,1-2yr,
4603-JANFB,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,69.85,838.1999999999999,0,1,0-1yr,34.925
3018-TFTSU,Male,0,No,No,12.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,,Yes,980.4000000000001,,1,3,0-1yr,20.425
3606-SBKRY,Male,0,No,No,31.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,,1523.4,No,,589.7032258064517,0,3,2-4yr,
4806-KEXQR,Male,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,,Yes,319.6,,1,2,0-1yr,26.633333333333336
0667-NSRGI,Female,0,Yes,No,48.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,,3435.6,No,,858.9,0,5,2-4yr,
7083-YNSKY,Female,0,No,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,381.0,319.68,0,2,1-2yr,8.466666666666667
6893-ODYYE,Male,0,No,No,50.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,,90.1,4549.45,No,4505.0,1091.868,1,5,4-6yr,15.016666666666666
8242-JSVBO,Male,0,No,No,7.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,No,312.55,552.8571428571428,0,1,0-1yr,22.325
2479-BRAMR,Male,1,Yes,No,,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,,,1,4,,16.75
9541-ZPSEA,Male,0,Yes,Yes,68.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,No,5463.799999999999,948.555882352941,1,3,4-6yr,20.0875
2665-NPTGL,Female,1,Yes,No,26.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,,98.1,2510.7,No,2550.6,1158.7846153846153,1,5,2-4yr,16.349999999999998
1139-WUOAH,Male,0,No,No,57.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,No,3040.9500000000003,650.5368421052632,0,4,4-6yr,10.67
4693-VWVBO,Female,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,No,58.650000000000006,244.2,0,1,0-1yr,9.775
7434-SHXLS,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,20.9,250.79999999999998,0,1,0-1yr,10.45
6937-GCDGQ,Male,0,Yes,Yes,19.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,,48.95,955.6,No,930.0500000000001,603.5368421052632,0,2,1-2yr,16.316666666666666
0988-JRWWP,Female,0,No,No,3.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,No,162.60000000000002,561.6,0,2,0-1yr,18.066666666666666
5075-JSDKI,Female,0,No,No,59.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,No,1442.55,303.68135593220336,0,2,4-6yr,8.15
7908-QCBCA,Female,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,69.4,832.8000000000001,0,1,0-1yr,34.7
8644-XYTSV,Male,0,Yes,No,42.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,No,1686.3,464.5857142857143,0,2,2-4yr,13.383333333333333
6711-FLDFB,Female,0,No,No,7.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,524.3000000000001,927.6857142857142,1,2,0-1yr,24.96666666666667
3873-WOSBC,Male,0,Yes,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1784.9,No,1715.2,319.68358208955226,0,2,4-6yr,8.533333333333333
7465-ZZRVX,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,No,70.35,844.1999999999999,1,1,0-1yr,35.175
7975-JMZNT,Male,0,Yes,No,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,No,,,1,8,,10.18888888888889
7251-XFOIL,Female,0,No,No,61.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No,5441.2,1082.0852459016394,1,4,4-6yr,17.84
4116-IQRFR,Male,0,Yes,Yes,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.1,73.1,No,96.4,219.29999999999998,0,2,0-1yr,8.033333333333333
3714-JTVOV,Female,1,Yes,No,42.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,,74.15,3229.4,Yes,3114.3,922.6857142857143,1,2,2-4yr,24.71666666666667
8259-DZLIZ,Female,0,Yes,Yes,64.0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No,3446.4,637.4718750000001,0,3,4-6yr,13.4625
0442-ZXKVS,Female,1,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,No,6242.4,1429.1222222222223,1,8,4-6yr,12.844444444444443
7853-WNZSY,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,No,19.75,237.0,0,1,0-1yr,9.875
3120-FAZKD,Male,0,Yes,Yes,54.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1230.9,No,1298.7,273.53333333333336,0,2,4-6yr,8.016666666666667
8606-OEGQZ,Female,0,No,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3,454.65,No,455.40000000000003,303.09999999999997,0,2,1-2yr,8.433333333333334
0225-ZORZP,Male,0,No,No,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No,252.89999999999998,940.2,1,3,0-1yr,21.075
4702-IOQDC,Female,0,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,,,0,1,,35.05
9489-JMTTN,Female,0,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,No,,,1,8,,9.972222222222221
0575-CUQOV,Male,1,Yes,No,60.0,Yes,No,,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867.0,No,5877.0,1173.4,1,5,4-6yr,16.325
0967-BMLBD,Female,0,Yes,Yes,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,196.35,No,220.0,214.2,0,1,0-1yr,10.0
6178-KFNHS,Female,0,No,Yes,12.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,939.5999999999999,909.25,1,3,0-1yr,19.575
2830-LEWOA,Male,0,Yes,Yes,61.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),,6449.15,No,,1268.6852459016393,0,6,4-6yr,
5006-MXVRN,Female,0,No,No,39.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.7,762.45,No,807.3,234.60000000000002,0,1,2-4yr,10.35
1264-BYWMS,Male,0,No,No,55.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,,5283.95,Yes,,1152.8618181818183,0,4,4-6yr,
9658-WYUFB,Female,0,No,No,17.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,1604.8000000000002,1141.764705882353,1,5,1-2yr,15.733333333333334
8327-WKMIE,Male,0,No,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,785.75,No,745.55,254.83783783783784,0,1,2-4yr,10.075
6917-FIJHC,Female,0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,,No,1872.0,,0,2,4-6yr,8.666666666666666
5329-KRDTM,Male,1,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,No,5569.2,899.375,1,6,4-6yr,11.049999999999999
7797-EJMDP,Female,0,No,No,8.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,No,528.4,861.75,0,4,0-1yr,13.209999999999999
3530-VWVGU,Female,0,Yes,Yes,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,No,437.79999999999995,218.34545454545457,0,1,1-2yr,9.95
2013-SGDXK,Female,0,No,No,,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,,84.3,Yes,,,0,3,,
6368-NWMCE,Female,0,No,No,38.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,No,2589.7000000000003,838.8315789473685,0,5,2-4yr,11.358333333333334
3633-CDBUW,Male,0,No,Yes,17.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,,80.85,1445.95,No,1374.4499999999998,1020.6705882352941,1,6,1-2yr,11.549999999999999
0707-HOVVN,Female,1,No,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No,5285.0,893.5971428571428,1,6,4-6yr,10.785714285714286
8580-QVLOC,Female,1,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,,92.45,6440.25,Yes,6656.400000000001,1073.375,1,8,4-6yr,10.272222222222222
3956-MGXOG,Female,0,No,No,28.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,No,2256.7999999999997,962.1214285714284,1,2,2-4yr,26.866666666666664
9274-UARKJ,Female,0,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,No,1248.0,904.0,1,3,1-2yr,20.8
4077-HWUYD,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No,6303.599999999999,1077.1916666666666,1,8,4-6yr,9.727777777777778
2012-NWRPA,Female,1,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,1095.05,1234.0363636363638,1,5,0-1yr,16.591666666666665
8808-ELEHO,Male,1,No,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,650.0,878.9250000000001,1,3,0-1yr,20.3125
0103-CSITQ,Female,0,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,No,6235.8,1316.3578947368421,1,7,4-6yr,13.675
3506-LCJDC,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),,19.95,Yes,,239.4,0,1,0-1yr,
8671-KKKOS,Female,0,Yes,No,46.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,No,2095.2999999999997,537.9521739130435,0,3,2-4yr,11.3875
7305-ZWMAJ,Male,0,Yes,No,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,587.1,No,621.0,234.84,0,1,2-4yr,10.35
9518-XXBXE,Male,1,Yes,No,10.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,No,753.0,864.54,1,2,0-1yr,25.099999999999998
3934-HXCFZ,Male,0,Yes,No,23.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,2282.75,1140.7304347826087,1,6,1-2yr,14.178571428571429
6578-KRMAW,Male,0,No,No,32.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,No,2988.8,1117.2375000000002,1,5,2-4yr,15.566666666666668
4860-IJUDE,Male,0,No,No,13.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,No,958.75,883.0615384615385,1,2,1-2yr,24.583333333333332
7666-WKRON,Female,0,No,No,39.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,,Yes,3137.55,,1,3,2-4yr,20.1125
9688-YGXVR,Female,0,No,No,44.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,No,3878.6000000000004,1083.6,1,4,2-4yr,17.630000000000003
0423-UDIJQ,Male,1,No,No,9.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,No,442.8,597.1999999999999,0,2,0-1yr,16.400000000000002
1945-XISKS,Female,0,Yes,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,No,1316.55,239.14029850746272,0,1,4-6yr,9.825
4910-AQFFX,Male,0,Yes,Yes,9.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,714.15,881.6666666666666,1,3,0-1yr,19.8375
2154-KVJFF,Female,0,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,1196.25,889.4799999999999,1,3,1-2yr,19.9375
5360-LJCNJ,Female,0,Yes,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,No,7465.650000000001,1276.9014084507041,1,6,4-6yr,15.021428571428572
2607-FBDFF,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,No,49.0,588.0,0,2,0-1yr,16.333333333333332
9647-ERGBE,Female,0,Yes,Yes,30.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,,3046.15,Yes,,1218.46,0,5,2-4yr,
